pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name,city,city_code,population,estimated,percent,latitude
18527,38527,507,2,2024-10-15,11:55 AM,11.38,22.76,Medium,Gourmet,"Spinach, Feta",Meat Lovers,San Diego,CA,1426000,1302688.0,61.0,35.4851
18528,38528,508,3,2024-10-30,02:25 AM,17.49,52.47,Large,Meat,"Shrimp, Garlic, Mozzarella",BBQ Chicken,San Antonio,TX,1547000,1275699.0,42.4,14.0595
18529,38529,509,2,2024-10-25,10:06 PM,24.79,49.58,Small,Vegetarian,"Goat Cheese, Arugula",Veggie Deluxe,Phoenix,AZ,1686000,1566801.0,61.5,64.8612
18530,38530,500,2,2024-10-06,06:09 PM,28.85,57.7,Small,Gourmet,"Tomato, Basil, Mozzarella",Hawaiian,San Diego,CA,1426000,1383648.0,64.8,-47.1376
18531,38531,501,5,2024-10-15,10:45 PM,25.75,128.75,Large,Meat,"Peppers, Onions, Mushrooms",Caprese,Houston,TX,2328000,2491847.0,47.6,42.3836
18532,38532,502,2,2024-10-04,07:43 AM,13.01,26.02,Medium,Seafood,"Spinach, Feta",Spinach & Feta,Chicago,IL,2716000,2987237.0,66.8,-48.1796
18533,38533,503,2,2024-10-22,02:34 PM,19.69,39.38,Medium,Seafood,"Pepperoni, Cheese",Shrimp Pizza,San Diego,CA,1426000,1320698.0,51.6,81.315
18534,38534,504,3,2024-10-10,12:00 PM,25.12,75.36,Medium,Gourmet,"Ham, Pineapple",Margherita,Phoenix,AZ,1686000,1811910.0,50.1,18.0691
18535,38535,505,1,2024-10-14,05:25 PM,29.77,29.77,Large,Seafood,"Pepperoni, Cheese",Caprese,Phoenix,AZ,1686000,1462648.0,68.1,-78.1622
18536,38536,506,3,2024-10-27,02:50 AM,10.93,32.79,Large,Seafood,"BBQ Chicken, Cheese",Spinach & Feta,Los Angeles,CA,3980400,3887096.0,42.0,-51.2549
18537,38537,507,2,2024-10-29,10:14 AM,29.7,59.4,Large,Vegetarian,"Goat Cheese, Arugula",Veggie Deluxe,Philadelphia,PA,1584200,1680552.0,47.7,70.7029
18538,38538,508,3,2024-10-10,02:21 AM,16.89,50.67,Small,Vegetarian,"Tomato, Basil, Mozzarella",BBQ Chicken,Los Angeles,CA,3980400,3946071.0,53.4,47.0256
18539,38539,509,5,2024-10-11,04:33 PM,24.72,123.6,Medium,Meat,"Ham, Pineapple",Meat Lovers,Chicago,IL,2716000,2255866.0,47.7,25.2467
18540,38540,500,4,2024-10-03,08:17 AM,23.65,94.6,Large,Seafood,"Tomato, Basil, Mozzarella",Caprese,Houston,TX,2328000,2261774.0,46.6,17.6155
18541,38541,501,2,2024-10-30,05:33 PM,17.12,34.24,Medium,Seafood,"Shrimp, Garlic, Mozzarella",BBQ Chicken,Philadelphia,PA,1584200,1510776.0,41.0,4.2709
18542,38542,502,3,2024-10-25,05:14 PM,22.27,66.81,Large,Vegetarian,"Sausage, Pepperoni, Cheese",Pepperoni,Phoenix,AZ,1686000,1743633.0,52.4,-57.9112
18543,38543,503,5,2024-10-27,09:40 AM,26.79,133.95,Medium,Gourmet,"Shrimp, Garlic, Mozzarella",Shrimp Pizza,San Diego,CA,1426000,1424915.0,61.2,-54.9722
18544,38544,504,5,2024-10-07,04:20 AM,17.53,87.65,Medium,Seafood,"Goat Cheese, Arugula",Margherita,San Diego,CA,1426000,1366481.0,58.2,-1.0754
18545,38545,505,1,2024-10-25,11:45 PM,23.1,23.1,Large,Seafood,"Shrimp, Garlic, Mozzarella",Caprese,Phoenix,AZ,1686000,1964556.0,51.1,87.5686
18546,38546,506,4,2024-10-24,04:04 AM,21.89,87.56,Medium,Meat,"Tomato, Basil, Mozzarella",Pepperoni,Los Angeles,CA,3980400,3496475.0,48.5,-86.5253
18547,38547,507,3,2024-10-13,06:01 AM,19.9,59.7,Medium,Meat,"BBQ Chicken, Cheese",Hawaiian,Los Angeles,CA,3980400,3321984.0,41.7,-14.6328
18548,38548,508,1,2024-10-25,08:25 AM,19.0,19.0,Small,Vegetarian,"Shrimp, Garlic, Mozzarella",BBQ Chicken,San Antonio,TX,1547000,1821908.0,45.6,73.5837
18549,38549,509,3,2024-10-19,09:27 AM,16.77,50.31,Large,Vegetarian,"BBQ Chicken, Cheese",Shrimp Pizza,New York,NY,8419600,7072671.0,47.0,-19.426
18550,38550,500,3,2024-11-01,04:15 AM,23.74,71.22,Small,Vegetarian,"Spinach, Feta",Margherita,Chicago,IL,2716000,2899215.0,42.8,64.0697
18551,38551,501,3,2024-10-09,06:42 AM,25.93,77.79,Small,Seafood,"Sausage, Pepperoni, Cheese",Margherita,Los Angeles,CA,3980400,3238917.0,58.8,54.0527
18552,38552,502,5,2024-10-15,06:55 PM,13.48,67.4,Small,Meat,"Goat Cheese, Arugula",Shrimp Pizza,Philadelphia,PA,1584200,1515772.0,53.3,-33.8163
18553,38553,503,1,2024-10-20,11:27 PM,12.01,12.01,Large,Seafood,"Pepperoni, Cheese",Pepperoni,Phoenix,AZ,1686000,1997607.0,60.5,-75.2604
18554,38554,504,2,2024-10-15,05:27 AM,13.96,27.92,Medium,Seafood,"Pepperoni, Cheese",Spinach & Feta,San Jose,CA,1035000,885313.0,51.8,9.2574
18555,38555,505,2,2024-11-01,06:23 PM,27.15,54.3,Small,Gourmet,"Peppers, Onions, Mushrooms",Meat Lovers,San Antonio,TX,1547000,1634496.0,66.2,31.5579
18556,38556,506,5,2024-10-11,10:39 AM,17.26,86.3,Medium,Meat,"BBQ Chicken, Cheese",BBQ Chicken,San Jose,CA,1035000,1121968.0,57.7,27.5497
18557,38557,507,5,2024-10-23,10:19 AM,28.37,141.85,Medium,Seafood,"Spinach, Feta",Caprese,Phoenix,AZ,1686000,1521594.0,56.5,-61.9278
18558,38558,508,4,2024-10-27,12:23 AM,26.28,105.12,Medium,Vegetarian,"BBQ Chicken, Cheese",BBQ Chicken,Philadelphia,PA,1584200,1541926.0,65.4,-58.7882
18559,38559,509,1,2024-10-25,06:21 AM,15.46,15.46,Medium,Vegetarian,"Tomato, Mozzarella, Basil",BBQ Chicken,New York,NY,8419600,9852158.0,51.8,59.7346
18560,38560,500,1,2024-10-26,12:14 AM,25.15,25.15,Medium,Meat,"Goat Cheese, Arugula",Spinach & Feta,Dallas,TX,1340000,1077952.0,52.0,84.9036
18561,38561,501,3,2024-10-18,09:33 PM,14.84,44.52,Small,Gourmet,"Spinach, Feta",Veggie Deluxe,New York,NY,8419600,10047132.0,58.5,-30.2521
18562,38562,502,3,2024-10-24,11:10 AM,18.85,56.55,Small,Meat,"Tomato, Basil, Mozzarella",Caprese,Philadelphia,PA,1584200,1539823.0,41.9,72.7796
18563,38563,503,2,2024-10-19,06:48 PM,22.57,45.14,Small,Vegetarian,"BBQ Chicken, Cheese",Caprese,Los Angeles,CA,3980400,4456240.0,65.4,-84.6679
18564,38564,504,4,2024-10-07,02:33 AM,28.51,114.04,Small,Meat,"Sausage, Pepperoni, Cheese",Margherita,Dallas,TX,1340000,1463334.0,53.2,-26.5326
18565,38565,505,5,2024-10-31,10:53 PM,24.54,122.7,Small,Gourmet,"Goat Cheese, Arugula",Margherita,Chicago,IL,2716000,2662719.0,64.2,-55.7988
18566,38566,506,4,2024-10-24,06:20 AM,12.04,48.16,Small,Gourmet,"Spinach, Feta",Meat Lovers,Los Angeles,CA,3980400,3947929.0,44.8,77.2564
18567,38567,507,3,2024-10-31,06:49 AM,16.86,50.58,Large,Seafood,"Sausage, Pepperoni, Cheese",Hawaiian,New York,NY,8419600,8378982.0,54.5,-68.4526
18568,38568,508,4,2024-10-11,10:51 PM,24.77,99.08,Large,Seafood,"Ham, Pineapple",Veggie Deluxe,San Antonio,TX,1547000,1411078.0,46.4,42.703
18569,38569,509,1,2024-10-08,08:19 PM,12.08,12.08,Medium,Vegetarian,"Peppers, Onions, Mushrooms",Shrimp Pizza,San Antonio,TX,1547000,1763797.0,57.7,-10.403
18570,38570,500,1,2024-10-29,10:22 AM,29.74,29.74,Small,Meat,"Spinach, Feta",Margherita,San Jose,CA,1035000,1090878.0,54.8,41.7608
18571,38571,501,1,2024-10-20,09:51 PM,17.68,17.68,Medium,Vegetarian,"Tomato, Basil, Mozzarella",Veggie Deluxe,Dallas,TX,1340000,1320276.0,43.2,-89.3968
18572,38572,502,2,2024-10-27,12:07 AM,28.59,57.18,Medium,Vegetarian,"Goat Cheese, Arugula",Meat Lovers,Philadelphia,PA,1584200,1720513.0,68.6,39.5717
18573,38573,503,4,2024-10-26,07:48 AM,27.03,108.12,Large,Meat,"Tomato, Mozzarella, Basil",Margherita,Los Angeles,CA,3980400,3291117.0,64.6,-29.5837
18574,38574,504,1,2024-10-27,10:06 AM,21.94,21.94,Large,Gourmet,"Goat Cheese, Arugula",Shrimp Pizza,Philadelphia,PA,1584200,1615667.0,48.4,9.0207
18575,38575,505,1,2024-10-23,12:59 PM,28.73,28.73,Small,Gourmet,"Tomato, Mozzarella, Basil",Meat Lovers,San Antonio,TX,1547000,1379137.0,57.6,-69.0129
18576,38576,506,1,2024-10-15,01:59 PM,11.3,11.3,Small,Seafood,"BBQ Chicken, Cheese",Spinach & Feta,Dallas,TX,1340000,1461418.0,60.4,-3.1372
18577,38577,507,2,2024-10-17,07:23 AM,19.77,39.54,Small,Seafood,"Sausage, Pepperoni, Cheese",Veggie Deluxe,Phoenix,AZ,1686000,1764842.0,58.5,-65.1375
18578,38578,508,3,2024-10-20,11:07 PM,28.4,85.2,Small,Vegetarian,"Pepperoni, Cheese",Meat Lovers,San Jose,CA,1035000,1067470.0,52.6,-35.0138
18579,38579,509,3,2024-10-13,09:46 AM,11.56,34.68,Medium,Vegetarian,"Spinach, Feta",Spinach & Feta,Chicago,IL,2716000,2284567.0,43.1,81.2759
18580,38580,500,1,2024-10-06,03:14 AM,23.11,23.11,Small,Vegetarian,"Shrimp, Garlic, Mozzarella",Margherita,San Antonio,TX,1547000,1390212.0,42.4,-15.1311
18581,38581,501,1,2024-10-28,02:37 PM,24.47,24.47,Small,Gourmet,"Peppers, Onions, Mushrooms",Spinach & Feta,Chicago,IL,2716000,3213482.0,62.7,-56.8121
18582,38582,502,4,2024-10-09,09:42 AM,19.1,76.4,Small,Vegetarian,"Peppers, Onions, Mushrooms",Pesto Veggie,Houston,TX,2328000,2421304.0,43.6,21.0825
18583,38583,503,3,2024-11-02,10:54 AM,25.76,77.28,Medium,Seafood,"Pepperoni, Cheese",Veggie Deluxe,Philadelphia,PA,1584200,1513049.0,66.4,-47.9171
18584,38584,504,3,2024-10-10,06:17 PM,24.35,73.05,Large,Seafood,"Goat Cheese, Arugula",BBQ Chicken,Houston,TX,2328000,2685309.0,50.9,72.6331
18585,38585,505,4,2024-10-15,05:15 PM,17.37,69.48,Small,Meat,"Spinach, Feta",Meat Lovers,San Antonio,TX,1547000,1549574.0,52.7,-60.5603
18586,38586,506,3,2024-10-04,01:35 PM,21.85,65.55,Large,Seafood,"Ham, Pineapple",Margherita,Philadelphia,PA,1584200,1895357.0,54.5,35.602
18587,38587,507,5,2024-11-02,06:57 AM,28.99,144.95,Medium,Vegetarian,"BBQ Chicken, Cheese",Hawaiian,New York,NY,8419600,8047244.0,61.3,-60.932
18588,38588,508,2,2024-10-10,07:33 AM,28.93,57.86,Small,Gourmet,"Spinach, Feta",Pesto Veggie,Los Angeles,CA,3980400,4139008.0,69.8,-89.676
18589,38589,509,5,2024-10-13,11:52 PM,29.77,148.85,Medium,Meat,"Pepperoni, Cheese",Spinach & Feta,New York,NY,8419600,6804249.0,67.3,-64.1079
18590,38590,500,4,2024-10-16,12:17 PM,25.59,102.36,Large,Meat,"Goat Cheese, Arugula",BBQ Chicken,Chicago,IL,2716000,2715270.0,63.4,-61.8055
18591,38591,501,5,2024-10-16,05:21 AM,20.38,101.9,Medium,Vegetarian,"BBQ Chicken, Cheese",Veggie Deluxe,Chicago,IL,2716000,2597402.0,41.9,14.3679
18592,38592,502,1,2024-10-17,05:26 AM,13.06,13.06,Large,Seafood,"Spinach, Feta",Meat Lovers,Philadelphia,PA,1584200,1791263.0,64.9,19.7567
18593,38593,503,4,2024-10-07,11:34 AM,14.26,57.04,Medium,Gourmet,"Spinach, Feta",Pepperoni,Houston,TX,2328000,2591609.0,49.6,-82.6526
18594,38594,504,5,2024-10-30,04:28 PM,19.08,95.4,Medium,Gourmet,"Spinach, Feta",Margherita,Phoenix,AZ,1686000,1962469.0,40.5,1.4988
18595,38595,505,1,2024-10-22,05:50 PM,12.4,12.4,Large,Gourmet,"Shrimp, Garlic, Mozzarella",Shrimp Pizza,Philadelphia,PA,1584200,1806226.0,45.9,-67.109
18596,38596,506,5,2024-10-28,01:38 AM,26.55,132.75,Medium,Meat,"Sausage, Pepperoni, Cheese",Pepperoni,Dallas,TX,1340000,1406577.0,53.3,-15.4344
18597,38597,507,3,2024-11-01,02:33 AM,18.71,56.13,Medium,Seafood,"Goat Cheese, Arugula",Spinach & Feta,San Jose,CA,1035000,851961.0,50.2,55.5792
18598,38598,508,4,2024-10-08,08:39 PM,18.27,73.08,Large,Vegetarian,"Pepperoni, Cheese",Pesto Veggie,Houston,TX,2328000,2367747.0,55.3,-74.1922
18599,38599,509,1,2024-10-08,11:34 AM,21.43,21.43,Large,Seafood,"Ham, Pineapple",BBQ Chicken,Phoenix,AZ,1686000,1481631.0,56.1,69.9678
18600,38600,500,4,2024-10-07,08:20 PM,26.54,106.16,Large,Gourmet,"BBQ Chicken, Cheese",Margherita,Dallas,TX,1340000,1382221.0,58.0,84.2095
18601,38601,501,3,2024-10-28,10:07 AM,23.5,70.5,Large,Vegetarian,"Pepperoni, Cheese",Veggie Deluxe,Houston,TX,2328000,2079934.0,44.9,-43.8972
18602,38602,502,5,2024-10-03,10:12 PM,12.05,60.25,Medium,Seafood,"Sausage, Pepperoni, Cheese",Pepperoni,Dallas,TX,1340000,1133027.0,47.5,-31.1597
18603,38603,503,2,2024-10-24,04:54 AM,22.61,45.22,Large,Gourmet,"Ham, Pineapple",Pesto Veggie,Phoenix,AZ,1686000,1918430.0,62.6,-57.5142
18604,38604,504,1,2024-10-19,08:22 AM,23.93,23.93,Small,Seafood,"Shrimp, Garlic, Mozzarella",Hawaiian,San Jose,CA,1035000,954584.0,55.7,56.0437
18605,38605,505,1,2024-11-02,07:36 AM,15.83,15.83,Small,Vegetarian,"Tomato, Basil, Mozzarella",Hawaiian,New York,NY,8419600,7072349.0,59.4,-51.1059
18606,38606,506,2,2024-10-26,11:53 PM,24.52,49.04,Large,Meat,"Peppers, Onions, Mushrooms",Meat Lovers,Phoenix,AZ,1686000,1536186.0,54.3,-27.0095
18607,38607,507,1,2024-10-19,03:43 PM,12.73,12.73,Small,Seafood,"Spinach, Feta",Margherita,Houston,TX,2328000,2559708.0,44.0,39.9346
18608,38608,508,2,2024-11-01,02:55 AM,28.02,56.04,Small,Vegetarian,"Tomato, Mozzarella, Basil",Pesto Veggie,Chicago,IL,2716000,2859073.0,65.4,46.1912
18609,38609,509,1,2024-10-04,06:49 PM,29.44,29.44,Large,Meat,"Shrimp, Garlic, Mozzarella",Spinach & Feta,Chicago,IL,2716000,3215941.0,55.0,-38.8917
18610,38610,500,1,2024-11-01,08:11 AM,25.83,25.83,Small,Meat,"Tomato, Mozzarella, Basil",BBQ Chicken,Chicago,IL,2716000,2934573.0,43.2,62.0726
18611,38611,501,1,2024-10-24,03:27 PM,19.66,19.66,Medium,Seafood,"Ham, Pineapple",Margherita,Houston,TX,2328000,2491935.0,50.9,45.3109
18612,38612,502,2,2024-10-14,11:02 AM,23.71,47.42,Large,Meat,"Peppers, Onions, Mushrooms",Shrimp Pizza,New York,NY,8419600,9950472.0,53.9,29.9046
18613,38613,503,5,2024-10-29,10:49 PM,18.67,93.35,Small,Seafood,"Tomato, Basil, Mozzarella",Spinach & Feta,San Jose,CA,1035000,1024876.0,40.3,-78.1913
18614,38614,504,1,2024-10-05,01:51 PM,18.88,18.88,Small,Meat,"Sausage, Pepperoni, Cheese",Caprese,Chicago,IL,2716000,2330800.0,61.7,49.7432
18615,38615,505,4,2024-10-26,12:45 PM,22.87,91.48,Small,Gourmet,"Tomato, Mozzarella, Basil",Meat Lovers,Dallas,TX,1340000,1559620.0,49.7,65.6139
18616,38616,506,3,2024-10-22,12:54 PM,19.56,58.68,Large,Seafood,"Sausage, Pepperoni, Cheese",Caprese,Phoenix,AZ,1686000,1577572.0,67.6,-66.5809
18617,38617,507,2,2024-10-13,10:35 PM,18.64,37.28,Small,Meat,"Ham, Pineapple",Veggie Deluxe,Chicago,IL,2716000,3233749.0,56.5,26.9708
18618,38618,508,3,2024-10-27,10:28 AM,21.15,63.45,Large,Gourmet,"Sausage, Pepperoni, Cheese",Meat Lovers,Houston,TX,2328000,2591099.0,51.1,81.3553
18619,38619,509,2,2024-10-14,03:22 PM,28.38,56.76,Large,Meat,"Tomato, Basil, Mozzarella",Pepperoni,Los Angeles,CA,3980400,4701323.0,58.1,29.1598
18620,38620,500,3,2024-10-20,11:31 PM,10.36,31.08,Large,Seafood,"Spinach, Feta",Spinach & Feta,Houston,TX,2328000,2671539.0,44.0,83.0067
18621,38621,501,3,2024-11-02,10:10 AM,26.07,78.21,Large,Seafood,"Pepperoni, Cheese",Margherita,San Jose,CA,1035000,1031863.0,59.3,74.6743
18622,38622,502,1,2024-10-12,11:21 PM,11.4,11.4,Medium,Meat,"Shrimp, Garlic, Mozzarella",Shrimp Pizza,Houston,TX,2328000,2309237.0,46.1,61.9818
18623,38623,503,3,2024-10-30,06:35 PM,28.99,86.97,Medium,Vegetarian,"Ham, Pineapple",Margherita,San Antonio,TX,1547000,1710093.0,66.4,42.4477
18624,38624,504,4,2024-10-07,04:48 AM,12.41,49.64,Medium,Vegetarian,"Peppers, Onions, Mushrooms",BBQ Chicken,Houston,TX,2328000,2139174.0,48.1,-43.2173
18625,38625,505,3,2024-10-15,01:36 AM,29.0,87.0,Small,Meat,"Ham, Pineapple",Pepperoni,Los Angeles,CA,3980400,4421248.0,43.5,25.1958
18626,38626,506,5,2024-10-06,07:41 AM,22.26,111.3,Large,Seafood,"Spinach, Feta",Margherita,Philadelphia,PA,1584200,1354556.0,68.5,11.6905
18627,38627,507,1,2024-10-17,11:02 AM,11.65,11.65,Large,Gourmet,"Sausage, Pepperoni, Cheese",Margherita,Los Angeles,CA,3980400,4299504.0,69.6,70.6758
18628,38628,508,2,2024-10-26,01:29 PM,23.21,46.42,Small,Seafood,"Ham, Pineapple",Margherita,Los Angeles,CA,3980400,4749325.0,68.5,57.6887
18629,38629,509,5,2024-10-20,06:17 PM,26.63,133.15,Small,Seafood,"Spinach, Feta",Margherita,San Antonio,TX,1547000,1319377.0,40.1,-23.3598
18630,38630,500,5,2024-10-17,11:20 AM,29.39,146.95,Small,Gourmet,"Tomato, Basil, Mozzarella",Spinach & Feta,San Jose,CA,1035000,956741.0,46.5,53.1024
18631,38631,501,4,2024-10-11,11:13 PM,24.85,99.4,Large,Seafood,"Tomato, Basil, Mozzarella",Caprese,New York,NY,8419600,9383205.0,66.2,14.8445
18632,38632,502,4,2024-10-25,12:19 PM,14.64,58.56,Large,Meat,"Shrimp, Garlic, Mozzarella",Hawaiian,San Diego,CA,1426000,1275547.0,53.9,-59.3637
18633,38633,503,5,2024-10-31,10:43 PM,24.08,120.4,Large,Vegetarian,"Pepperoni, Cheese",Pepperoni,Chicago,IL,2716000,2642550.0,43.3,-21.1203
18634,38634,504,4,2024-11-01,07:58 PM,15.57,62.28,Large,Seafood,"Shrimp, Garlic, Mozzarella",Hawaiian,San Antonio,TX,1547000,1687953.0,62.0,-88.4415
18635,38635,505,2,2024-10-17,01:40 AM,12.64,25.28,Large,Meat,"Ham, Pineapple",Spinach & Feta,New York,NY,8419600,9338575.0,64.1,18.5269
18636,38636,506,5,2024-10-18,07:50 PM,26.58,132.9,Medium,Meat,"Shrimp, Garlic, Mozzarella",Pesto Veggie,Philadelphia,PA,1584200,1865593.0,51.1,37.1762
18637,38637,507,1,2024-10-25,05:37 PM,27.03,27.03,Medium,Gourmet,"BBQ Chicken, Cheese",Shrimp Pizza,Phoenix,AZ,1686000,1882476.0,52.2,44.3386
18638,38638,508,5,2024-11-02,02:17 AM,11.91,59.55,Medium,Vegetarian,"Tomato, Basil, Mozzarella",Margherita,Chicago,IL,2716000,3077138.0,56.2,-59.5143
18639,38639,509,4,2024-10-17,09:57 PM,21.51,86.04,Small,Gourmet,"Spinach, Feta",Shrimp Pizza,San Diego,CA,1426000,1643857.0,67.5,-11.5983
18640,38640,500,4,2024-10-20,10:13 AM,16.94,67.76,Large,Gourmet,"Sausage, Pepperoni, Cheese",Margherita,Philadelphia,PA,1584200,1457097.0,45.5,-84.1378
18641,38641,501,5,2024-10-04,12:20 AM,24.4,122.0,Small,Seafood,"Ham, Pineapple",Spinach & Feta,New York,NY,8419600,8173962.0,59.2,-29.5266
18642,38642,502,1,2024-10-12,12:23 AM,24.4,24.4,Medium,Seafood,"Ham, Pineapple",Pesto Veggie,Philadelphia,PA,1584200,1653798.0,46.2,22.8175
18643,38643,503,5,2024-10-16,05:50 PM,26.79,133.95,Small,Vegetarian,"Shrimp, Garlic, Mozzarella",Caprese,Dallas,TX,1340000,1371996.0,48.4,-43.0507
18644,38644,504,3,2024-10-14,12:42 PM,16.59,49.77,Medium,Vegetarian,"Shrimp, Garlic, Mozzarella",Caprese,Dallas,TX,1340000,1355617.0,54.5,-15.7352
18645,38645,505,2,2024-11-01,09:48 PM,25.79,51.58,Large,Vegetarian,"Pepperoni, Cheese",Pepperoni,San Antonio,TX,1547000,1849940.0,69.9,42.8546
18646,38646,506,4,2024-10-05,01:55 AM,27.08,108.32,Large,Meat,"Peppers, Onions, Mushrooms",Caprese,Philadelphia,PA,1584200,1385446.0,59.9,-85.5094
18647,38647,507,2,2024-10-31,08:00 PM,27.51,55.02,Large,Seafood,"Goat Cheese, Arugula",Veggie Deluxe,Chicago,IL,2716000,2885919.0,53.1,63.6959
18648,38648,508,2,2024-11-01,03:54 PM,23.72,47.44,Medium,Seafood,"Goat Cheese, Arugula",Veggie Deluxe,San Diego,CA,1426000,1321755.0,64.7,-63.7949
18649,38649,509,1,2024-10-13,09:58 PM,25.36,25.36,Medium,Gourmet,"Tomato, Basil, Mozzarella",Meat Lovers,Chicago,IL,2716000,2699726.0,51.4,45.0398
18650,38650,500,3,2024-10-13,01:56 PM,27.6,82.8,Medium,Seafood,"Ham, Pineapple",Veggie Deluxe,Phoenix,AZ,1686000,1559812.0,40.1,-72.0302
18651,38651,501,3,2024-10-30,11:57 AM,19.58,58.74,Medium,Seafood,"Goat Cheese, Arugula",BBQ Chicken,San Jose,CA,1035000,948661.0,47.6,-12.3939
18652,38652,502,4,2024-10-11,12:18 AM,16.4,65.6,Medium,Gourmet,"Tomato, Basil, Mozzarella",Shrimp Pizza,San Diego,CA,1426000,1325674.0,61.2,65.3929
18653,38653,503,1,2024-10-25,04:19 PM,13.46,13.46,Medium,Vegetarian,"Spinach, Feta",Hawaiian,Houston,TX,2328000,2490862.0,49.3,26.6185
18654,38654,504,2,2024-10-24,01:55 PM,19.78,39.56,Small,Meat,"Spinach, Feta",Pesto Veggie,Phoenix,AZ,1686000,1807888.0,57.5,67.1847
18655,38655,505,2,2024-10-23,10:15 PM,28.11,56.22,Medium,Vegetarian,"Sausage, Pepperoni, Cheese",Meat Lovers,Philadelphia,PA,1584200,1883105.0,52.3,-54.2298
18656,38656,506,2,2024-10-04,05:27 PM,14.99,29.98,Large,Meat,"Pepperoni, Cheese",Spinach & Feta,New York,NY,8419600,9901170.0,52.6,-46.054
18657,38657,507,1,2024-10-16,01:05 AM,10.81,10.81,Small,Vegetarian,"Ham, Pineapple",Margherita,Dallas,TX,1340000,1369969.0,59.9,-14.6067
18658,38658,508,4,2024-10-03,12:52 AM,22.22,88.88,Small,Vegetarian,"Spinach, Feta",BBQ Chicken,Los Angeles,CA,3980400,3742444.0,66.8,-58.4336
18659,38659,509,5,2024-10-16,12:22 AM,28.47,142.35,Medium,Gourmet,"BBQ Chicken, Cheese",Margherita,New York,NY,8419600,7130273.0,51.3,-88.0067
18660,38660,500,5,2024-10-18,05:44 PM,23.81,119.05,Small,Gourmet,"BBQ Chicken, Cheese",Pesto Veggie,Houston,TX,2328000,2076910.0,59.7,2.7227
18661,38661,501,4,2024-10-22,06:23 PM,20.34,81.36,Large,Vegetarian,"Spinach, Feta",Shrimp Pizza,San Antonio,TX,1547000,1371881.0,58.2,24.3925
18662,38662,502,1,2024-10-28,02:30 AM,10.2,10.2,Large,Gourmet,"Tomato, Basil, Mozzarella",Caprese,Chicago,IL,2716000,2952164.0,56.8,-37.2359
18663,38663,503,2,2024-10-15,10:25 PM,14.32,28.64,Medium,Gourmet,"Peppers, Onions, Mushrooms",BBQ Chicken,San Diego,CA,1426000,1315246.0,45.9,-51.2154
18664,38664,504,3,2024-10-23,04:37 PM,26.39,79.17,Medium,Gourmet,"Ham, Pineapple",Pepperoni,San Jose,CA,1035000,892218.0,52.6,-36.6211
18665,38665,505,3,2024-10-09,09:47 PM,23.28,69.84,Small,Meat,"Goat Cheese, Arugula",Shrimp Pizza,Chicago,IL,2716000,2435019.0,46.3,-52.7758
18666,38666,506,5,2024-10-17,01:32 AM,25.09,125.45,Large,Meat,"Peppers, Onions, Mushrooms",Veggie Deluxe,San Antonio,TX,1547000,1250447.0,63.4,-15.4379
18667,38667,507,2,2024-10-09,08:53 AM,14.73,29.46,Medium,Meat,"Peppers, Onions, Mushrooms",Margherita,Phoenix,AZ,1686000,1418219.0,59.5,43.9523
18668,38668,508,5,2024-10-13,04:49 PM,11.05,55.25,Medium,Gourmet,"Goat Cheese, Arugula",Veggie Deluxe,Houston,TX,2328000,2444446.0,60.2,-26.2398
18669,38669,509,2,2024-10-31,05:22 PM,25.5,51.0,Large,Meat,"Goat Cheese, Arugula",Veggie Deluxe,Houston,TX,2328000,2054903.0,47.9,-35.2555
18670,38670,500,3,2024-10-12,02:57 PM,24.64,73.92,Large,Vegetarian,"Tomato, Basil, Mozzarella",Spinach & Feta,San Antonio,TX,1547000,1273258.0,55.8,-64.4841
18671,38671,501,4,2024-11-01,03:12 PM,12.46,49.84,Small,Meat,"BBQ Chicken, Cheese",BBQ Chicken,San Antonio,TX,1547000,1500515.0,55.4,66.9104
18672,38672,502,5,2024-10-05,04:02 AM,12.37,61.85,Medium,Gourmet,"Tomato, Mozzarella, Basil",Caprese,San Antonio,TX,1547000,1849463.0,50.4,-83.8999
18673,38673,503,4,2024-10-31,09:14 PM,24.15,96.6,Small,Vegetarian,"Goat Cheese, Arugula",Caprese,San Jose,CA,1035000,1203546.0,68.1,-52.4065
18674,38674,504,1,2024-10-27,07:36 PM,21.68,21.68,Medium,Gourmet,"Peppers, Onions, Mushrooms",BBQ Chicken,Houston,TX,2328000,1973388.0,62.1,-1.7623
18675,38675,505,2,2024-11-02,04:15 PM,12.86,25.72,Small,Seafood,"Spinach, Feta",Veggie Deluxe,New York,NY,8419600,9433007.0,63.0,65.0038
18676,38676,506,5,2024-10-21,03:00 AM,10.45,52.25,Large,Meat,"BBQ Chicken, Cheese",Veggie Deluxe,New York,NY,8419600,9526310.0,54.4,-6.3354
18677,38677,507,3,2024-10-28,06:30 AM,16.65,49.95,Small,Seafood,"Peppers, Onions, Mushrooms",Pesto Veggie,San Diego,CA,1426000,1298113.0,63.8,44.453
18678,38678,508,4,2024-10-21,08:59 PM,24.74,98.96,Medium,Vegetarian,"Ham, Pineapple",Meat Lovers,Los Angeles,CA,3980400,3779507.0,53.3,-23.0976
